,Titre,Entrées
1186,10 La Couleur de la victoire LFR Films Bande-annonce,82 572
1187,2 Independence Day : Resurgence Twentieth Century Fox France Bande-annonce,666 332
1188,3 Le BGG – Le Bon Gros Géant Metropolitan FilmExport Bande-annonce,322 157
1189,4 American Nightmare 3 : Elections Universal Pictures International France Bande-annonce,311 723
1190,1 L'Âge de Glace : les Lois de l'Univers Twentieth Century Fox France Bande-annonce,1 232 859
1191,5 Débarquement immédiat UGC Distribution Bande-annonce,199 812
1192,9 Bastille Day StudioCanal Bande-annonce,66 161
1193,10 Florence Foster Jenkins Pathé Bande-annonce,55 876
1194,3 Tarzan Warner Bros. France Bande-annonce,492 673
1195,5 Nos pires voisins 2 Universal Pictures International France Bande-annonce,217 611
1196,8 L’ Aigle et l’Enfant Légende Distribution / Marco Polo Production Bande-annonce,64 192
1197,9 Irréprochable Memento Distribution Bande-annonce,55 338
1198,1 Camping 3 Pathé Bande-annonce,1 382 023
1199,3 Conjuring 2 : Le Cas Enfield Warner Bros. France Bande-annonce,742 528
1200,4 Ninja Turtles 2 Paramount Pictures France Bande-annonce,433 446
1201,9 La Tortue rouge Wild Bunch Distribution Bande-annonce,79 745
1202,1 Le Monde de Dory The Walt Disney Company France Bande-annonce,1 003 479
1203,6 L'Outsider Le Pacte Bande-annonce,131 568
1204,8 Tout de suite maintenant Ad Vitam Bande-annonce,92 025
1205,6 L'Idéal Légende Distribution Bande-annonce,94 210
1206,7 Dans les forêts de Sibérie Paname Distribution Bande-annonce,80 433
1207,9 Un traître idéal StudioCanal Bande-annonce,62 493
1208,10 The Witch Universal Pictures International France Bande-annonce,58 580
1209,4 Bienvenue à Marly-Gomont Mars Films Bande-annonce,174 046
1210,8 The Neon Demon The Jokers / Le Pacte Bande-annonce,70 316
1211,1 Retour chez ma mère Pathé Le teaser,643 863
1212,2 Alice de l'autre côté du miroir The Walt Disney Company France Bande-annonce,455 543
1213,7 The Door Twentieth Century Fox France Bande-annonce,103 087
1214,8 Ils sont partout Wild Bunch Distribution Bande-annonce,100 097
1215,1 Warcraft : Le commencement Universal Pictures International France Bande-annonce,667 123
1216,3 Elle SBS Distribution Bande-annonce,213 665
1217,7 Joyeuse Fête des Mères UGC Distribution Bande-annonce,133 690
1218,1 X-Men: Apocalypse Twentieth Century Fox France Bande-annonce,902 696
1219,2 Julieta Pathé Bande-annonce,234 345
1220,2 Café Society Mars Films Bande-annonce,365 813
1221,3 Angry Birds - Le Film Sony Pictures Releasing France Bande-annonce,334 916
1222,4 Money Monster Sony Pictures Releasing France Bande-annonce,305 385
1223,7 Ma Loute Memento Distribution Bande-annonce,181 386
1224,3 Un homme à la hauteur Gaumont Distribution Bande-annonce,278 901
1225,4 Braqueurs SND Bande-annonce,176 071
1226,7 TINI – La nouvelle vie de Violetta The Walt Disney Company France Bande-annonce,102 111
1227,8 Criminal - Un espion dans la tête Metropolitan FilmExport Bande-annonce,94 036
1228,1 Captain America: Civil War The Walt Disney Company France Bande-annonce,1 354 401
1229,10 Dalton Trumbo UGC Distribution Bande-annonce,57 651
1230,2 Adopte Un Veuf SND Bande-annonce,419 040
1231,3 Le Chasseur et la reine des glaces Universal Pictures International France Bande-annonce,391 290
1232,6 Les Malheurs de Sophie Gaumont Distribution Bande-annonce,191 612
1233,7 Robinson Crusoe StudioCanal Bande-annonce,177 748
1234,1 Le Livre de la jungle The Walt Disney Company France Bande-annonce,1 302 847
1235,5 Tout pour être heureux Mars Films Bande-annonce,168 685
1236,1 Les Visiteurs - La Révolution Gaumont Distribution Bande-annonce,1 150 047
1237,5 Gods Of Egypt SND Bande-annonce,203 332
1238,7 Le Fantôme De Canterville UGC Distribution Bande-annonce,169 473
1239,10 L'Avenir Les Films du Losange Bande-annonce,102 832
1240,1 Kung Fu Panda 3 Universal Pictures International France Bande-annonce,779 229
1241,4 Five StudioCanal Bande-annonce,237 226
1242,9 Good Luck Algeria Ad Vitam Bande-annonce,90 069
1243,10 Quand on a 17 ans Wild Bunch Distribution Bande-annonce,90 058
1244,1 Batman v Superman : L’Aube de la Justice Warner Bros. France Bande-annonce,1 251 205
1245,2 Médecin De Campagne Le Pacte Bande-annonce,521 744
1246,7 Rosalie Blum SND Bande-annonce,143 215
1247,8 La Dream Team Paramount Pictures France Bande-annonce,137 639
1248,4 Marseille Pathé Bande-annonce,322 914
1249,5 10 Cloverfield Lane Paramount Pictures France Bande-annonce,262 590
1250,6 Au Nom De Ma Fille StudioCanal Bande-annonce,190 205
1251,8 Triple 9 Mars Films Bande-annonce,163 624
1252,1 Divergente 3 : au-delà du mur SND Bande-annonce,787 050
1253,5 Saint Amour Le Pacte Bande-annonce,268 187
1254,8 La Chute de Londres SND Bande-annonce,193 923
1255,"9 Célibataire, mode d'emploi Warner Bros. France Bande-annonce",185 011
1256,1 The Revenant Twentieth Century Fox France Bande-annonce,1 409 177
1257,3 Pattaya Gaumont Distribution Le teaser,935 495
1258,1 Zootopie The Walt Disney Company France Bande-annonce,1 556 396
1259,4 Amis publics La Belle Company Bande-annonce,404 366
1260,"5 Ave, César! Universal Pictures International France Bande-annonce",368 023
1261,7 La vache Pathé Bande-annonce,338 745
1262,1 Deadpool Twentieth Century Fox France Bande-annonce,1 575 661
1263,5 Joséphine s'arrondit UGC Distribution Bande-annonce,390 145
1264,6 Heidi StudioCanal Bande-annonce,262 095
1265,7 La Tour 2 Contrôle Infernale Légende Distribution Bande-annonce,255 033
1266,8 Chair de Poule - Le film Sony Pictures Releasing France Bande-annonce,184 400
1267,9 Les Innocentes Mars Films Bande-annonce,182 733
1268,1 Les Tuche 2 - Le rêve américain Pathé Bande-annonce,1 502 557
1269,3 Alvin et les Chipmunks - A fond la caisse Twentieth Century Fox France Bande-annonce,488 106
1270,4 Point Break SND Bande-annonce,262 725
1271,8 Dirty Papy Metropolitan FilmExport Bande-annonce,126 264
1272,1 La 5ème vague Sony Pictures Releasing France Bande-annonce,428 597
1273,2 Les Saisons Pathé Bande-annonce,359 678
1274,4 Encore Heureux EuropaCorp Distribution Bande-annonce,224 459
1275,5 Spotlight Warner Bros. France Bande-annonce,198 197
1276,8 The Boy Metropolitan FilmExport Bande-annonce,174 621
1277,10 Jane Got A Gun Mars Films Bande-annonce,110 854
1278,5 The Danish Girl Universal Pictures International France Bande-annonce,118 481
1279,6 Legend StudioCanal Bande-annonce,110 406
1280,8 Les Chevaliers blancs Le Pacte Bande-annonce,96 619
1281,9 Le Convoi Paramount Pictures France Bande-annonce,92 517
1282,1 Creed - L'Héritage de Rocky Balboa Warner Bros. France Bande-annonce,644 093
1283,4 Tout schuss SND Bande-annonce,201 653
1284,5 Carol UGC Distribution Bande-annonce,167 192
1285,7 Arrête ton Cinéma! Bac Films Bande-annonce,83 248
1286,8 Et ta soeur Le Pacte Bande-annonce,81 813
1287,1 Les Huit salopards SND Bande-annonce,759 450
1288,9 Pension complète StudioCanal Bande-annonce,167 711
1289,3 Le Grand Partage Wild Bunch Distribution Bande-annonce,474 661
1290,6 Snoopy et les Peanuts - Le Film Twentieth Century Fox France Bande-annonce,379 429
1291,7 The Big Short : le Casse du siècle Universal Pictures France (UPF) Bande-annonce,305 395
1292,9 Le Nouveau Mars Films Bande-annonce,176 657
1293,1 Star Wars - Le Réveil de la Force The Walt Disney Company France Bande-annonce,3 801 235
1294,10 La Vie très privée de Monsieur Sim Mars Films Bande-annonce,98 836
1295,3 Un + une Metropolitan FilmExport Bande-annonce,325 092
1296,8 Au coeur de l'Océan Warner Bros. France Bande-annonce,138 532
1297,9 Comment c’est loin Orange Studio Bande-annonce,98 370
1298,10 Oups ! J’ai raté l’arche… Paradis Films Bande-annonce,97 019
1299,1 Babysitting 2 Universal Pictures International France Bande-annonce,801 212
1300,5 Le Pont des Espions Twentieth Century Fox France Bande-annonce,289 000
1301,6 Mia Madre Le Pacte Bande-annonce,158 994
1302,8 Demain Mars Films Bande-annonce,82 144
1303,5 Strictly Criminal Warner Bros. France Bande-annonce,185 014
1304,6 21 nuits avec Pattie Pyramide Distribution Le teaser,157 914
1305,7 Les Cowboys Pathé Bande-annonce,114 382
1306,8 Docteur Frankenstein Twentieth Century Fox France Bande-annonce,106 131
1307,1 Hunger Games - La Révolte : Partie 2 Metropolitan FilmExport Bande-annonce,1 231 013
1308,10 Les Suffragettes Pathé Bande-annonce,58 277
1309,1 007 Spectre Sony Pictures Releasing France Bande-annonce,2 203 549
1310,2 Ange et Gabrielle UGC Distribution Bande-annonce,254 124
1311,4 A vif ! SND Bande-annonce,217 940
1312,9 En Mai Fais Ce Qu'il Te Plaît Pathé Bande-annonce,109 773
1313,10 La Dernière leçon Wild Bunch Distribution Bande-annonce,105 324
1314,3 Lolo Mars Films Bande-annonce,443 169
1315,6 Le Dernier chasseur de sorcières SND Bande-annonce,261 102
1316,2 Seul sur Mars Twentieth Century Fox France Bande-annonce,1 101 028
1317,5 Pan Warner Bros. France Bande-annonce,377 115
1318,6 Paranormal Activity 5 Ghost Dimension Paramount Pictures France Bande-annonce,320 059
1319,7 Mon Roi StudioCanal Bande-annonce,315 397
1320,1 Les Nouvelles Aventures D'Aladin Pathé Bande-annonce,1 452 753
1321,4 L'Homme irrationnel Mars Films Bande-annonce,354 687
1322,5 Belles familles ARP Sélection Bande-annonce,227 314
1323,6 Crimson Peak Universal Pictures International France Bande-annonce,156 318
1324,"9 Mune, Le Gardien De La Lune Paramount Pictures France Bande-annonce",128 279
1325,1 Le Labyrinthe : La Terre brûlée Twentieth Century Fox France Bande-annonce,1 190 062
1326,2 Hôtel Transylvanie 2 Sony Pictures Releasing France Bande-annonce,459 772
1327,3 L'Etudiante et Monsieur Henri StudioCanal Bande-annonce,194 469
1328,4 Sicario Metropolitan FilmExport Bande-annonce,178 566
1329,5 Le Nouveau stagiaire Warner Bros. France Bande-annonce,170 117
1330,6 The Visit Universal Pictures International France Bande-annonce,147 220
1331,10 Fatima Pyramide Distribution Bande-annonce,66 812
1332,8 L'Odeur de la mandarine Metropolitan FilmExport Bande-annonce,71 477
1333,1 Everest Universal Pictures International France Bande-annonce,313 160
1334,5 Premiers crus SND Bande-annonce,135 334
1335,6 Boomerang UGC Distribution Bande-annonce,130 241
1336,10 Knock Knock Synergy Cinéma Bande-annonce,70 589
1337,1 Marguerite Memento Distribution Bande-annonce,264 495
1338,2 N.W.A - Straight Outta Compton Universal Pictures International France Bande-annonce,219 830
1339,4 Agents très spéciaux - Code U.N.C.L.E Warner Bros. France Bande-annonce,156 797
1340,8 Much Loved Pyramide Distribution Bande-annonce,77 921
1341,1 Prémonitions SND Bande-annonce,329 959
1342,2 Le Transporteur Héritage EuropaCorp Distribution Bande-annonce,262 041
1343,5 Youth Pathé Bande-annonce,137 377
1344,1 Le Tout Nouveau Testament Le Pacte Bande-annonce,301 140
1345,5 No Escape SND Bande-annonce,101 927
1346,7 La Volante Bac Films Bande-annonce,65 592
1347,10 Ricki and the Flash Sony Pictures Releasing France Bande-annonce,54 664
1348,2 Hitman: Agent 47 Twentieth Century Fox France Bande-annonce,343 418
1349,3 Dheepan UGC Distribution Bande-annonce,212 472
1350,2 Une Famille à Louer StudioCanal Bande-annonce,303 670
1351,5 Antigang SND Bande-annonce,193 422
1352,7 American Ultra Metropolitan FilmExport Bande-annonce,162 311
1353,1 Mission: Impossible - Rogue Nation Paramount Pictures France Bande-annonce,1 233 768
1354,6 La Face cachée de Margo Twentieth Century Fox France Bande-annonce,210 483
1355,1 Les 4 Fantastiques Twentieth Century Fox France Bande-annonce,657 288
1356,2 Ted 2 Universal Pictures International France Bande-annonce,415 709
1357,1 Le Petit Prince Paramount Pictures France Bande-annonce,641 055
1358,5 Renaissances SND Bande-annonce,233 121
1359,4 Pixels Sony Pictures Releasing France Bande-annonce,307 415
1360,6 La Rage au ventre SND Bande-annonce,233 016
1361,7 Pitch Perfect 2 Universal Pictures International France Bande-annonce,157 564
1362,10 Nos Futurs Gaumont Distribution Bande-annonce,111 186
1363,8 La femme au tableau SND Bande-annonce,101 006
1364,10 La Isla mínima Le Pacte Bande-annonce,69 268
1365,1 Les Minions Universal Pictures International France Bande-annonce,2 180 461
1366,6 Insidious : Chapitre 3 Sony Pictures Releasing France Bande-annonce,168 325
1367,8 Magic Mike XXL Warner Bros. France Bande-annonce,107 428
1368,9 Ant-Man The Walt Disney Company France Bande-annonce,102 010
1369,1 Les Profs 2 UGC Distribution Bande-annonce,1 180 383
1370,3 Terminator Genisys Paramount Pictures France Bande-annonce,666 495
1371,9 Tale of Tales Le Pacte Bande-annonce,68 182
1372,3 Un moment d'égarement Mars Films Bande-annonce,303 270
1373,5 Poltergeist Twentieth Century Fox France Bande-annonce,177 233
1374,6 Unfriended Universal Pictures International France Bande-annonce,141 546
1375,7 Gunman StudioCanal Bande-annonce,105 835
1376,2 Vice Versa The Walt Disney Company France Bande-annonce,787 437
1377,3 Spy Twentieth Century Fox France Bande-annonce,249 389
1378,7 Mustang Ad Vitam Bande-annonce,81 059
1379,8 Valley Of Love Le Pacte Bande-annonce,79 429
1380,1 Jurassic World Universal Pictures International France Bande-annonce,2 087 959
1381,3 Comme Un Avion UGC Distribution Bande-annonce,147 598
1382,6 Qui c'est les plus forts ? Wild Bunch Distribution Bande-annonce,77 422
1383,8 Loin de la foule déchaînée Twentieth Century Fox France Bande-annonce,51 025
1384,1 San Andreas Warner Bros. France Bande-annonce,471 962
1385,9 Maggie Metropolitan FilmExport Bande-annonce,58 111
1386,2 À la poursuite de demain The Walt Disney Company France Bande-annonce,418 815
1387,1 Mad Max: Fury Road Warner Bros. France Bande-annonce,905 012
1388,3 La Tête haute Wild Bunch Distribution Bande-annonce,250 271
1389,10 Girls Only Condor Distribution Bande-annonce,70 134
1390,"3 Un peu, beaucoup, aveuglément Paramount Pictures France Bande-annonce",165 065
1391,7 Pyramide Twentieth Century Fox France Bande-annonce,109 776
1392,10 Les Jardins du Roi Metropolitan FilmExport Bande-annonce,70 538
1393,6 Nos femmes Mars Films Bande-annonce,260 250
1394,8 Ouija Universal Pictures International France Bande-annonce,149 255
1395,1 Avengers : L'ère d'Ultron The Walt Disney Company France Bande-annonce,1 926 049
1396,4 Entre amis Pathé Bande-annonce,301 214
1397,3 En route ! Twentieth Century Fox France Bande-annonce,311 292
1398,"4 Robin des bois, la véritable histoire Mars Films Bande-annonce",240 213
1399,5 En équilibre StudioCanal Bande-annonce,171 786
1400,7 Taxi Téhéran Memento Distribution Bande-annonce,151 267
1401,2 Pourquoi j'ai pas mangé mon père Pathé Bande-annonce,656 119
1402,4 Clochette et la créature légendaire The Walt Disney Company France Bande-annonce,166 323
1403,7 Dark Places Mars Films Bande-annonce,110 246
1404,10 Lost River The Jokers / Le Pacte Bande-annonce,69 744
1405,1 Fast & Furious 7 Universal Pictures International France Bande-annonce,2 158 508
1406,3 Shaun le mouton StudioCanal Bande-annonce,314 419
1407,6 Journal d’une femme de chambre Mars Films Bande-annonce,140 593
1408,7 Suite Française UGC Distribution Bande-annonce,124 302
1409,10 Indian Palace - Suite royale Twentieth Century Fox France Bande-annonce,73 760
1410,1 Cendrillon The Walt Disney Company France Bande-annonce,636 418
1411,3 Diversion Warner Bros. France Bande-annonce,371 490
1412,1 Divergente 2 : l’insurrection SND Bande-annonce,1 172 398
1413,2 Un homme idéal Mars Films Bande-annonce,337 525
1414,4 Big Eyes StudioCanal Bande-annonce,221 977
1415,2 Night Run Warner Bros. France Bande-annonce,213 970
1416,7 The Voices Le Pacte Bande-annonce,136 124
1417,8 Selma Pathé Bande-annonce,135 639
1418,2 Chappie Sony Pictures Releasing France Bande-annonce,263 937
1419,3 Le Dernier Loup Mars Films Bande-annonce,483 683
1420,8 Birdman Twentieth Century Fox France Bande-annonce,263 105
1421,1 American Sniper Warner Bros. France Bande-annonce,1 083 056
1422,3 Bis EuropaCorp Distribution Bande-annonce,602 462
1423,4 Bob l'éponge - Le film : Un héros sort de l'eau Paramount Pictures France Bande-annonce,582 073
1424,5 Kingsman : Services secrets Twentieth Century Fox France Bande-annonce,566 643
1425,1 Cinquante Nuances de Grey Universal Pictures International France Bande-annonce,2 081 638
1426,8 Un Village presque parfait SND Bande-annonce,233 221
1427,10 L'Enquête Mars Films Bande-annonce,145 380
1428,1 Papa ou maman Pathé Bande-annonce,757 255
1429,2 La Nuit au musée : Le Secret des Pharaons Twentieth Century Fox France Bande-annonce,501 154
1430,4 Jupiter : Le destin de l'Univers Warner Bros. France Bande-annonce,363 580
1431,7 La Grande aventure de Maya l'abeille La Belle Company Bande-annonce,216 623
1432,10 It Follows Metropolitan FilmExport Bande-annonce,68 385
